name,calories,protein,fat,carbohydrate,goal
"Rice, cooked, enriched, parboiled, long-grain, white",123,2.91,0.37,26.05,Weight Loss
"Lima beans, unprepared, baby, frozen, immature seeds",132,7.59,0.44,25.14,Weight Loss
"Veal, raw, boneless, cutlet, cap off, top round, leg",107,22.07,2.07,0.0,Muscle Gain
"Fish, raw, mixed species, Pacific and jack, mackerel",158,20.07,7.89,0.0,Muscle Gain
"Alcoholic Beverage, Cabernet Franc, red, table, wine",83,0.07,0.0,2.45,Weight Loss
"Beverages, CALISTOGA, non-carbonated, bottled, water",0,0.0,0.0,0.0,Weight Loss
"Beverages, lemon, ready-to-drink, black, tea, NESTEA",36,0.0,0.0,9.09,Weight Loss
"Alcoholic beverage, late harvest, white, table, wine",112,0.07,0.0,13.39,Weight Loss
"Beverages, Strawberry Banana, V8 SPLASH Juice Drinks",29,0.0,0.0,7.41,Weight Loss
"Alcoholic beverage, Chenin Blanc, white, table, wine",80,0.07,0.0,3.31,Weight Loss
"Beef, raw, manufacturing beef, imported, New Zealand",119,21.23,3.68,0.23,Muscle Gain
"Jute, without salt, drained, boiled, cooked, potherb",37,3.68,0.2,7.29,Weight Loss
"Yogurt, 11 grams protein per 8 ounce, low fat, fruit",105,4.86,1.41,18.6,Weight Loss
"Yogurt, 10 grams protein per 8 ounce, low fat, fruit",102,4.37,1.08,19.05,Weight Loss
"Cereals, with salt, cooked with water, CREAM OF RICE",52,0.9,0.1,11.5,Weight Loss
"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust",277,11.03,12.03,31.17,Maintain
"Pumpkin, with salt, drained, boiled, cooked, flowers",15,1.09,0.08,3.18,Weight Loss
"SPAGHETTIOS, SpaghettiOs  with Meatballs - Easy Open",87,4.37,2.43,11.65,Weight Loss
"Veal, raw, separable lean only, blade chop, shoulder",110,19.6,2.88,0.0,Muscle Gain
"CAMPBELL'S Red and White, condensed, SCOOBY-DOO Soup",56,2.38,1.59,8.73,Weight Loss
"KASHI, Frozen Entree, Chicken Fettuccine, STEAM MEAL",99,6.2,2.7,14.0,Weight Loss
"Dandelion greens, with salt, drained, boiled, cooked",33,2.0,0.6,6.4,Weight Loss
"Drumstick leaves, with salt, drained, boiled, cooked",60,5.27,0.93,11.15,Weight Loss
"CAMPBELL'S Red and White, condensed, Minestrone Soup",71,3.17,0.79,13.49,Weight Loss
"CAMPBELL'S, condensed, Homestyle Chicken Noodle Soup",51,2.36,1.28,7.53,Weight Loss
"Noodles, without added salt, cooked, unenriched, egg",138,4.54,2.07,25.16,Weight Loss
"Brussels sprouts, with salt, drained, boiled, cooked",36,2.55,0.5,7.1,Weight Loss
"Soup, commercial, condensed, canned, broccoli cheese",87,2.1,5.3,7.7,Weight Loss
"Chokecherries, pitted (Northern Plains Indians), raw",162,3.04,1.69,33.62,Weight Loss
"CAMPBELL'S, Low Sodium Spicy Hot, V8 Vegetable Juice",21,0.82,0.0,4.53,Weight Loss
"Blueberries, solids and liquids, heavy syrup, canned",88,0.65,0.33,22.06,Weight Loss
"Peas, with salt, boiled, cooked, mature seeds, split",116,8.34,0.39,20.51,Weight Loss
"Mungo beans, with salt, boiled, cooked, mature seeds",105,7.54,0.55,18.34,Weight Loss
"Pizza, cooked, frozen, regular crust, cheese topping",268,10.36,12.28,29.02,Maintain
"Fish, drained solids with bone, canned, chum, salmon",141,21.43,5.5,0.0,Muscle Gain
"Beverages, decaffeinated, ready to drink, black, tea",38,0.0,0.0,8.75,Weight Loss
"Asparagus, solids and liquids, no salt added, canned",15,1.8,0.18,2.48,Weight Loss
"Apples, without added sugar, stewed, sulfured, dried",57,0.22,0.07,15.32,Weight Loss
"HORMEL ALWAYS TENDER, Fresh Pork, Boneless Pork Loin",145,19.02,7.18,0.76,Muscle Gain
"USDA Commodity peaches, drained, light syrup, canned",61,0.56,0.15,15.65,Weight Loss
"MORNINGSTAR FARMS Grillers Prime, unprepared, frozen",238,24.0,13.2,5.9,Muscle Gain
"Restaurant, without meat, vegetable lo mein, Chinese",121,4.77,2.35,20.16,Weight Loss
"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust",243,10.9,10.72,25.62,Maintain
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",257,10.8,8.97,33.24,Maintain
"Sweet potato, solids and liquids, syrup pack, canned",89,0.98,0.2,20.93,Weight Loss
"Beans, with salt, boiled, cooked, mature seeds, pink",149,9.06,0.49,27.91,Weight Loss
"Potatoes, without salt, skin, cooked in skin, boiled",78,2.86,0.1,17.21,Weight Loss
"Bamboo shoots, without salt, drained, boiled, cooked",12,1.53,0.22,1.92,Weight Loss
"Fast foods, patty; plain, regular, hamburger; double",295,17.08,14.36,24.1,Muscle Gain
"Pork, pan-broiled, cooked, 96% lean / 4% fat, ground",185,31.69,6.2,0.57,Muscle Gain
"Yogurt, 12 grams protein per 8 ounce, low fat, plain",63,5.25,1.55,7.04,Weight Loss
"Yam, without salt, or baked, drained, boiled, cooked",116,1.49,0.14,27.48,Weight Loss
"MORNINGSTAR FARMS Grillers Vegan, unprepared, frozen",132,16.3,3.4,9.1,Muscle Gain
"Rennin, prepared with whole milk, dry mix, chocolate",96,3.2,3.34,13.34,Weight Loss
"Puddings, prepared with whole milk, dry mix, tapioca",115,2.84,2.89,19.43,Weight Loss
"Cheese, no sodium added, 1% milkfat, lowfat, cottage",72,12.4,1.0,2.7,Weight Loss
"Cress, without salt, drained, boiled, cooked, garden",23,1.9,0.6,3.8,Weight Loss
"Yardlong bean, without salt, drained, boiled, cooked",47,2.53,0.1,9.18,Weight Loss
"Soybeans, stir-fried, cooked, sprouted, mature seeds",125,13.1,7.1,9.4,Weight Loss
"Yogurt, lowfat, flavors other than chocolate, frozen",139,8.0,2.5,21.0,Weight Loss
"Fruit juice smoothie, strawberry banana, NAKED JUICE",50,0.48,0.27,11.66,Weight Loss
"Peaches, stewed, sulfured, dehydrated (low-moisture)",133,2.01,0.42,34.14,Weight Loss
"Turkey from whole, simmered, cooked, meat only, neck",162,22.48,7.36,0.0,Muscle Gain
"KASHI Spicy Black Bean Enchilada, unprepared, frozen",103,3.0,2.8,17.7,Weight Loss
"Mushrooms, with salt, drained, boiled, cooked, white",28,2.17,0.47,5.29,Weight Loss
"Lambsquarters, without salt, drained, boiled, cooked",32,3.2,0.7,5.0,Weight Loss
"USDA Commodity, cooked, frozen, patties (100%), beef",249,22.98,16.37,0.91,Muscle Gain
"CAMPBELL'S CHUNKY, Creamy Chicken and Dumplings Soup",66,2.32,3.19,7.09,Weight Loss
"Vitasoy USA, Vitasoy Organic Creamy Original Soymilk",44,2.9,1.6,4.5,Weight Loss
"Beverages, prepared with whole milk, chocolate syrup",90,3.07,2.96,12.78,Weight Loss
"McDONALD'S, Premium Grilled Chicken Classic Sandwich",183,14.16,4.29,22.28,Weight Loss
"PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust",248,11.34,10.95,26.01,Maintain
"Turnip greens, without salt, drained, boiled, cooked",20,1.14,0.23,4.36,Weight Loss
"Margarine-like, tub, fat-free, vegetable oil spread",44,0.1,3.04,4.34,Weight Loss
"Turnips, with salt, drained, boiled, cooked, frozen",21,1.53,0.24,3.73,Weight Loss
"Fast foods, with cheese and sausage, english muffin",338,13.28,20.67,25.28,Maintain
"Beans, unprepared, all styles, frozen, yellow, snap",33,1.8,0.21,7.58,Weight Loss
"MORNINGSTAR FARMS Buffalo Wings, unprepared, frozen",232,14.1,11.0,22.6,Maintain
"Chard, without salt, drained, boiled, cooked, swiss",20,1.88,0.08,4.13,Weight Loss
"Beverages, Diet Berry Blend, V8 SPLASH Juice Drinks",4,0.0,0.0,1.23,Weight Loss
"Chicken breast tenders, microwaved, cooked, breaded",252,16.35,12.89,17.56,Muscle Gain
"Asparagus, solids and liquids, regular pack, canned",15,1.8,0.18,2.48,Weight Loss
"Babyfood, junior, vanilla, custard pudding, dessert",86,1.76,0.98,17.58,Weight Loss
"Babyfood, strained, cherry vanilla pudding, dessert",68,0.2,0.3,17.8,Weight Loss
"T.G.I. FRIDAY'S, from kid's menu, macaroni & cheese",121,5.03,3.45,17.4,Weight Loss
"Pork loin, lean only, raw, bone-in, backribs, fresh",172,20.85,9.84,0.0,Muscle Gain
"Soup, ready-to-serve, beef broth or bouillon canned",7,1.14,0.22,0.04,Weight Loss
"Soup, ready-to-serve, chunky, canned, bean with ham",95,5.19,3.5,11.16,Weight Loss
"Alcoholic beverage, Pinot Blanc, white, table, wine",81,0.07,0.0,1.94,Weight Loss
"Fast foods, regular patty; plain, hamburger; single",297,16.52,12.01,31.5,Muscle Gain
"Soup, ready-to-serve, canned, chicken and vegetable",33,1.97,0.73,4.68,Weight Loss
"Kale, without salt, drained, boiled, cooked, frozen",30,2.84,0.49,5.23,Weight Loss
"Yogurt, 9 grams protein per 8 ounce, low fat, fruit",99,3.98,1.15,18.64,Weight Loss
"CAMPBELL'S, Calcium Enriched V8, V8 Vegetable Juice",21,0.82,0.0,4.53,Weight Loss
"Mollusks, moist heat, cooked, wild, eastern, oyster",102,11.42,3.42,5.45,Weight Loss
"Squash, with salt, baked, cooked, butternut, winter",40,0.9,0.09,10.49,Weight Loss
"Veal, braised, cooked, separable lean only, sirloin",204,33.96,6.51,0.0,Muscle Gain
"Veal, roasted, cooked, separable lean only, sirloin",168,26.32,6.22,0.0,Muscle Gain
"Pears, solids and liquids, heavy syrup pack, canned",74,0.2,0.13,19.17,Weight Loss
"Mountain yam, without salt, steamed, cooked, hawaii",82,1.73,0.08,20.0,Weight Loss
"CAMPBELL'S Red and White, condensed, Green Pea Soup",141,7.03,2.34,21.88,Weight Loss
CAMPBELL'S Homestyle Harvest Tomato with Basil Soup,45,0.82,0.41,9.39,Weight Loss
"Burdock root, without salt, drained, boiled, cooked",88,2.09,0.14,21.15,Weight Loss
"Babyfood, prepared with whole milk, oatmeal, cereal",116,5.0,4.1,15.3,Weight Loss
"Chicken, fried, cooked, giblets, broilers or fryers",277,32.54,13.46,4.35,Muscle Gain
"Babyfood, with tomato sauce, cheese filled, ravioli",99,3.6,2.2,16.3,Weight Loss
"Chicken, breast meat only, BBQ, rotisserie, broiler",144,28.04,3.57,0.0,Muscle Gain
"Carrots, with salt, drained, boiled, cooked, frozen",37,0.58,0.68,7.73,Weight Loss
"Mung beans, with salt, boiled, cooked, mature seeds",105,7.02,0.38,19.15,Weight Loss
"Lentils, without salt, boiled, cooked, mature seeds",116,9.02,0.38,20.13,Weight Loss
"Crustaceans, cooked (not previously frozen), shrimp",99,23.98,0.28,0.2,Muscle Gain
"Pizza, cooked, frozen, rising crust, cheese topping",260,12.37,8.78,32.91,Maintain
"Tomato products, with tomato tidbits, sauce, canned",32,1.32,0.39,7.09,Weight Loss
"Fish, raw (Alaska Native), mixed species, whitefish",131,18.9,6.1,0.0,Muscle Gain
"Apricots, with added sugar, stewed, sulfured, dried",113,1.17,0.15,29.26,Weight Loss
"Apricot nectar, without added ascorbic acid, canned",56,0.37,0.09,14.39,Weight Loss
"Amaranth leaves, with salt, drained, boiled, cooked",21,2.11,0.18,4.11,Weight Loss
"Ice creams, French Vanilla, No Sugar Added, BREYERS",154,4.5,7.05,20.75,Weight Loss
"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",29,0.0,0.0,7.41,Weight Loss
"Tomatoes, packed in tomato juice, canned, ripe, red",16,0.79,0.25,3.47,Weight Loss
"Apples, stewed, sulfured, dehydrated (low moisture)",74,0.28,0.12,19.91,Weight Loss
"Seal, dried (Alaska Native), meat, bearded (Oogruk)",351,82.6,2.3,0.0,Muscle Gain
CAMPBELL'S Homestyle Light New England Clam Chowder,49,2.45,1.63,6.12,Weight Loss
"Soup, prepared with water, mix, dry, chicken noodle",23,0.84,0.55,3.67,Weight Loss
"Chicken, meat only, thigh, BBQ, rotisserie, broiler",193,24.09,10.74,0.0,Muscle Gain
"MORNINGSTAR FARMS Corn Dog Mini, unprepared, frozen",219,13.2,4.7,32.6,Maintain
"Goose, roasted, cooked, meat and skin, domesticated",305,25.16,21.92,0.0,Muscle Gain
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",265,10.76,9.83,33.48,Maintain
"CAMPBELL'S Low Sodium Soups, Cream of Mushroom Soup",54,1.01,2.68,6.38,Weight Loss
"Soup, prepared with water, dry, chicken broth cubes",5,0.39,0.12,0.62,Weight Loss
"Pork, raw, separable lean and fat, spareribs, fresh",277,15.47,23.4,0.0,Muscle Gain
"Restaurant, breaded and fried, shrimp, family style",308,12.67,18.67,22.29,Maintain
"Kale, without salt, drained, boiled, cooked, scotch",28,1.9,0.41,5.63,Weight Loss
"Waterchestnuts, solids and liquids, canned, chinese",50,0.88,0.06,12.3,Weight Loss
"Restaurant, chili with meat and beans, family style",157,12.56,9.79,4.57,Weight Loss
"McDONALD'S, McCHICKEN Sandwich (without mayonnaise)",240,11.08,8.46,30.95,Maintain
"Babyfood, strained, applesauce and pineapple, fruit",37,0.1,0.1,10.1,Weight Loss
"Restaurant, chicken parmesan without pasta, Italian",204,16.17,10.64,10.92,Muscle Gain
"Soybeans, with salt, drained, boiled, cooked, green",141,12.35,6.4,11.05,Weight Loss
"Veal, roasted, cooked, separable lean and fat, loin",217,24.8,12.32,0.0,Muscle Gain
"Veal, braised, cooked, separable lean and fat, loin",284,30.19,17.21,0.0,Muscle Gain
"Beverages, unsweetened, decaffeinated, instant, tea",315,20.21,0.0,58.66,Muscle Gain
"Beverages, no caffeine, lemon-lime soda, carbonated",41,0.09,0.0,10.42,Weight Loss
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",333,14.13,16.17,32.66,Maintain
"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",122,5.87,3.92,15.71,Weight Loss
"Babyfood, GERBER GRADUATE FRUIT SPLASHERS, beverage",31,0.0,0.0,7.4,Weight Loss
"Pears, without added sugar, stewed, sulfured, dried",127,0.91,0.31,33.81,Weight Loss
"Lentils, without salt, stir-fried, cooked, sprouted",101,8.8,0.45,21.25,Weight Loss
"CAMPBELL'S Red and White, condensed, Vegetable Soup",79,3.17,0.4,16.67,Weight Loss
"McDONALD'S, Premium Crispy Chicken Classic Sandwich",228,12.08,8.68,25.46,Maintain
"Beverages, low calorie, Gatorade G2, PEPSICO QUAKER",8,0.05,0.01,1.94,Weight Loss
"Caribou, cooked (Alaska Native), meat, hind quarter",159,28.81,4.82,0.0,Muscle Gain
"Cabbage, without salt, drained, boiled, cooked, red",29,1.51,0.09,6.94,Weight Loss
"Beverages, canned, pineapple and orange juice drink",50,1.3,0.0,11.8,Weight Loss
"KFC, Skin and Breading, EXTRA CRISPY, Fried Chicken",464,10.96,36.61,22.54,Maintain
"Cabbage, with salt, drained, boiled, cooked, common",23,1.27,0.06,5.51,Weight Loss
"Okra, without salt, drained, boiled, cooked, frozen",29,1.63,0.24,6.41,Weight Loss
"Turkey, roasted, meat only, from whole bird, breast",147,30.13,2.08,0.0,Muscle Gain
"Turkey, raw, meat and skin, drumstick, retail parts",141,19.96,6.84,0.0,Muscle Gain
"CAMPBELL'S Soup on the Go, New England Clam Chowder",52,0.66,3.61,4.26,Weight Loss
"Salad dressing, fat-free, thousand island dressing",132,0.55,1.45,29.27,Weight Loss
"WORTHINGTON Multigrain Cutlets, unprepared, canned",117,23.29,1.5,7.3,Muscle Gain
"WORTHINGTON Low Fat Veja-Links, unprepared, canned",123,15.8,4.8,4.3,Muscle Gain
"Fish, cooked (not previously frozen), Pacific, cod",84,20.42,0.25,0.0,Muscle Gain
"Fish, raw (not previously frozen), Alaska, pollock",70,17.17,0.19,0.0,Muscle Gain
"Apples, heated, drained, sliced, sweetened, canned",67,0.18,0.43,16.84,Weight Loss
"WORTHINGTON Smoked Turkey Roll, unprepared, frozen",251,18.5,16.1,7.9,Muscle Gain
"Bread, toasted, commercially prepared, whole-wheat",306,16.27,4.07,51.16,Muscle Gain
"Lamb, raw, pancreas, variety meats and by-products",152,14.84,9.82,0.0,Weight Loss
"Sweet potato leaves, without salt, steamed, cooked",41,2.18,0.34,7.38,Weight Loss
"Alcoholic beverage, prepared-from-recipe, daiquiri",186,0.06,0.06,6.94,Weight Loss
"MORNINGSTAR FARMS Chik Patties, unprepared, frozen",197,11.8,7.0,22.9,Weight Loss
"Beverages, Glacial Natural spring water, ICELANDIC",0,0.0,0.0,0.0,Weight Loss
"Grapefruit, all areas, pink and red and white, raw",32,0.63,0.1,8.08,Weight Loss
"Beverages, Cran Raspberry Juice Drink, OCEAN SPRAY",49,0.28,0.0,11.96,Weight Loss
"Mothbeans, with salt, boiled, cooked, mature seeds",117,7.81,0.55,20.96,Weight Loss
"Squash, without salt, baked, cooked, acorn, winter",56,1.12,0.14,14.58,Weight Loss
"Peppers, unprepared, chopped, frozen, green, sweet",20,1.08,0.21,4.45,Weight Loss
"Babyfood, mango and kiwi, apple, 3rd Foods, GERBER",53,0.47,0.0,12.88,Weight Loss
"Desserts, prepared-from-recipe, baked, egg custard",104,5.02,4.58,11.0,Weight Loss
"Rice, cooked, enriched, regular, long-grain, white",130,2.69,0.28,28.17,Weight Loss
"Beverages, diet, lemon, ready-to-drink, black, tea",1,0.0,0.0,0.22,Weight Loss
"USDA Commodity pears, drained, light syrup, canned",62,0.28,0.15,16.21,Weight Loss
"Fast foods, and bacon, cheese, with egg, croissant",312,12.58,19.97,20.79,Maintain
"Babyfood, strained, orange, fruit pudding, dessert",80,1.1,0.9,17.7,Weight Loss
"Beverages, diet, peach, ready-to-drink, black, tea",1,0.0,0.0,0.25,Weight Loss
"Soup, ready-to-serve, chunky, canned, chicken rice",53,5.11,1.33,5.41,Weight Loss
"BURGER KING, CROISSAN'WICH with Sausage and Cheese",376,13.73,25.45,23.0,Maintain
"Beverages, Strawberry Kiwi, V8 SPLASH Juice Drinks",29,0.0,0.0,7.41,Weight Loss
"Alcoholic beverage, Fume Blanc, white, table, wine",82,0.07,0.0,2.27,Weight Loss
"Babyfood, strained, applesauce and cherries, fruit",51,0.0,0.0,14.1,Weight Loss
"Babyfood, strained, applesauce and apricots, fruit",44,0.2,0.2,11.64,Weight Loss
"KASHI Pizza, unprepared, frozen, Roasted Vegetable",224,12.5,8.4,24.5,Maintain
"Veal, braised, cooked, separable lean and fat, rib",251,32.43,12.53,0.0,Muscle Gain
"Veal, roasted, cooked, separable lean and fat, rib",228,23.96,13.96,0.0,Muscle Gain
"Crustaceans, moist heat, cooked, northern, lobster",89,19.0,0.86,0.0,Muscle Gain
"Beef, raw, pancreas, variety meats and by-products",235,15.7,18.6,0.0,Muscle Gain
"Veal, raw, separable lean and fat, leg (top round)",117,20.98,3.08,0.0,Muscle Gain
"Drumstick pods, with salt, drained, boiled, cooked",36,2.09,0.19,8.18,Weight Loss
"Fish, drained solids, canned in water, light, tuna",86,19.44,0.96,0.0,Muscle Gain
"Fish, drained solids, canned in water, white, tuna",128,23.62,2.97,0.0,Muscle Gain
"Fish, liver (Alaska Native), chinook, king, salmon",156,16.6,8.0,4.3,Muscle Gain
"Figs, solids and liquids, light syrup pack, canned",69,0.39,0.1,17.95,Weight Loss
"Pork, raw, separable lean and fat, backribs, fresh",224,19.07,16.33,0.0,Muscle Gain
"Fish, plain (Alaska Native), Pacific, herring eggs",74,9.6,1.93,4.47,Weight Loss
"Babyfood, prepared with whole milk, barley, cereal",84,3.73,3.26,9.94,Weight Loss
"Tangerines, juice pack, canned, (mandarin oranges)",37,0.62,0.03,9.57,Weight Loss
"Pork, cooked, lean and fat, low sodium, ham, cured",172,22.3,8.3,0.3,Muscle Gain
"Cereals ready-to-eat, KELLOGG'S SPECIAL K, KELLOGG",377,17.79,1.79,73.4,Muscle Gain
"Turkey, roasted, meat only, from whole bird, thigh",165,27.71,6.04,0.0,Muscle Gain
"Gravy, fat free, slow roast, beef, FRANCO-AMERICAN",34,1.69,0.0,5.08,Weight Loss
"Chayote, with salt, drained, boiled, cooked, fruit",22,0.62,0.48,4.5,Weight Loss
"Lupins, without salt, boiled, cooked, mature seeds",119,15.57,2.92,9.88,Muscle Gain
"Beet greens, without salt, drained, boiled, cooked",27,2.57,0.2,5.46,Weight Loss
"Turkey, raw, with added solution, meat only, whole",105,20.87,2.39,0.14,Muscle Gain
"CAMPBELL'S Red and White, condensed, Beef Consomme",16,3.23,0.0,0.81,Weight Loss
"Restaurant, arroz con leche (rice pudding), Latino",146,3.2,3.69,24.92,Weight Loss
"HORMEL ALWAYS TENDER, Fresh Pork, Center Cut Chops",167,18.74,9.62,0.84,Muscle Gain
"WORTHINGTON Vegetable Skallops, unprepared, canned",109,19.9,1.2,4.6,Muscle Gain
"Beef, raw, select, separable lean and fat, carcass",278,17.48,22.55,0.0,Muscle Gain
"Beef, raw, choice, separable lean and fat, carcass",291,17.32,24.05,0.0,Muscle Gain
"Plums, without added sugar, stewed, dried (prunes)",107,0.96,0.16,28.08,Weight Loss
"Peas, without salt, drained, boiled, cooked, green",84,5.36,0.22,15.63,Weight Loss
"Peas, without salt, drained, boiled, edible-podded",42,3.27,0.23,7.05,Weight Loss
"Pork, raw, separable lean only, whole, loin, fresh",143,21.43,5.66,0.0,Muscle Gain
"Chicken, meat only, wing, BBQ, rotisserie, broiler",184,28.34,7.79,0.54,Muscle Gain
"USDA Commodity Chicken, drained, meat only, canned",162,27.52,5.72,0.0,Muscle Gain
"Beans, microwaved, all styles, frozen, green, snap",40,1.98,0.41,6.98,Weight Loss
"Beans, unprepared, all styles, frozen, green, snap",39,1.79,0.21,7.54,Weight Loss
"Mushroom, raw, exposed to ultraviolet light, white",22,3.09,0.34,3.26,Weight Loss
"Duck, roasted, cooked, meat and skin, domesticated",337,18.99,28.35,0.0,Muscle Gain
"Beverages, prepared with tap water, brewed, coffee",1,0.12,0.02,0.0,Weight Loss
"Fish, breaded and fried, cooked, Atlantic, croaker",221,18.2,12.67,7.54,Muscle Gain
"Beverages, unsweetened, ready to drink, green, tea",0,0.0,0.0,0.0,Weight Loss
"Leeks, freeze-dried, (bulb and lower-leaf portion)",321,15.2,2.1,74.65,Muscle Gain
"Soup, condensed, canned, new england, clam chowder",72,3.17,2.06,10.32,Weight Loss
"Pork, crumbles, cooked, 84% lean / 16% fat, ground",289,26.69,20.04,0.58,Muscle Gain
"Pork, crumbles, cooked, 72% lean / 28% fat, ground",393,22.83,32.93,1.39,Muscle Gain
"Beverages, brewed, other than chamomile, herb, tea",1,0.0,0.0,0.2,Weight Loss
"CAMPBELL'S Red and White, condensed, Chicken Broth",16,0.81,0.81,0.81,Weight Loss
"Alcoholic Beverage, Petite Sirah, red, table, wine",85,0.07,0.0,2.68,Weight Loss
"McDONALD'S, Bacon Ranch Salad with Grilled Chicken",81,10.28,3.14,3.64,Weight Loss
"Ground turkey, broiled, patties, 15% fat, 85% lean",249,25.88,16.2,0.0,Muscle Gain
